,T1,T2,D3_PBH_expand,D3_PBH_mea,D3_PBH_med,D3_PBH_num_nan,D3_PBH_num_num,D3_PBH_var,F1_CHK_expand,F1_CHK_mea,F1_CHK_med,F1_CHK_num_nan,F1_CHK_num_num,F1_CHK_var,F1_QOIL_expand,F1_QOIL_mea,F1_QOIL_med,F1_QOIL_num_nan,F1_QOIL_num_num,F1_QOIL_var,D3_PWH_expand,D3_PWH_mea,D3_PWH_med,D3_PWH_num_nan,D3_PWH_num_num,D3_PWH_var,D3_QOIL_expand,D3_QOIL_mea,D3_QOIL_med,D3_QOIL_num_nan,D3_QOIL_num_num,D3_QOIL_var,E1_PDC_expand,E1_PDC_mea,E1_PDC_med,E1_PDC_num_nan,E1_PDC_num_num,E1_PDC_var,GJOA_SEP_1_QOIL_expand,GJOA_SEP_1_QOIL_mea,GJOA_SEP_1_QOIL_med,GJOA_SEP_1_QOIL_num_nan,GJOA_SEP_1_QOIL_num_num,GJOA_SEP_1_QOIL_var,GJOA_SEP_1_QGAS_expand,GJOA_SEP_1_QGAS_mea,GJOA_SEP_1_QGAS_med,GJOA_SEP_1_QGAS_num_nan,GJOA_SEP_1_QGAS_num_num,GJOA_SEP_1_QGAS_var,E1_QGAS_expand,E1_QGAS_mea,E1_QGAS_med,E1_QGAS_num_nan,E1_QGAS_num_num,E1_QGAS_var,F1_PBH_expand,F1_PBH_mea,F1_PBH_med,F1_PBH_num_nan,F1_PBH_num_num,F1_PBH_var,F1_PWH_expand,F1_PWH_mea,F1_PWH_med,F1_PWH_num_nan,F1_PWH_num_num,F1_PWH_var,B2_PDC_expand,B2_PDC_mea,B2_PDC_med,B2_PDC_num_nan,B2_PDC_num_num,B2_PDC_var,B2_CHK_expand,B2_CHK_mea,B2_CHK_med,B2_CHK_num_nan,B2_CHK_num_num,B2_CHK_var,D3_PDC_expand,D3_PDC_mea,D3_PDC_med,D3_PDC_num_nan,D3_PDC_num_num,D3_PDC_var,F1_PDC_expand,F1_PDC_mea,F1_PDC_med,F1_PDC_num_nan,F1_PDC_num_num,F1_PDC_var,E1_CHK_expand,E1_CHK_mea,E1_CHK_med,E1_CHK_num_nan,E1_CHK_num_num,E1_CHK_var,F1_QGAS_expand,F1_QGAS_mea,F1_QGAS_med,F1_QGAS_num_nan,F1_QGAS_num_num,F1_QGAS_var,E1_PWH_expand,E1_PWH_mea,E1_PWH_med,E1_PWH_num_nan,E1_PWH_num_num,E1_PWH_var,B2_QGAS_expand,B2_QGAS_mea,B2_QGAS_med,B2_QGAS_num_nan,B2_QGAS_num_num,B2_QGAS_var,E1_PBH_expand,E1_PBH_mea,E1_PBH_med,E1_PBH_num_nan,E1_PBH_num_num,E1_PBH_var,B2_QOIL_expand,B2_QOIL_mea,B2_QOIL_med,B2_QOIL_num_nan,B2_QOIL_num_num,B2_QOIL_var,B2_PBH_expand,B2_PBH_mea,B2_PBH_med,B2_PBH_num_nan,B2_PBH_num_num,B2_PBH_var,E1_QOIL_expand,E1_QOIL_mea,E1_QOIL_med,E1_QOIL_num_nan,E1_QOIL_num_num,E1_QOIL_var,D3_CHK_expand,D3_CHK_mea,D3_CHK_med,D3_CHK_num_nan,D3_CHK_num_num,D3_CHK_var,B2_PWH_expand,B2_PWH_mea,B2_PWH_med,B2_PWH_num_nan,B2_PWH_num_num,B2_PWH_var,D3_QGAS_expand,D3_QGAS_mea,D3_QGAS_med,D3_QGAS_num_nan,D3_QGAS_num_num,D3_QGAS_var
0,1467802021070.0,1467876334071.0,0.0,129.84311758648585,129.84202575683594,0.0,2447.0,0.00042697074411801887,0.0,-0.14224955571564848,-0.14226913452148438,0.0,2461.0,9.125091467761437e-07,428401061.0,0.0,0.0,0.0,0.0,,0.0,96.85099004729976,96.8523178100586,0.0,123.0,0.0007561577201349184,428461074.0,0.0,0.0,0.0,0.0,,0.0,88.21236320493881,88.21478271484375,0.0,8846.0,0.0017065762348186587,0.0,-94.969140085934,-90.60200473555142,0.0,5111.0,3042.37492173718,0.0,357789.89037567715,357714.2791748047,0.0,6360.0,3924260.947212687,0.0,138867.84947901618,138840.25,0.0,3461.0,1427045.5343038184,0.0,107.94992997474277,107.94994735717773,0.0,2328.0,8.634696233238357e-06,0.0,91.7872713910855,91.78750610351562,0.0,123.0,3.8683960393147005e-06,0.0,85.61109226857289,85.60931396484375,0.0,12234.0,0.000995096446053814,0.0,42.459733886222324,42.458580017089844,0.0,2459.0,1.7448656292932695e-05,0.0,85.8279786548662,85.82522583007812,0.0,9249.0,0.0008622530489736121,0.0,82.09049241045662,82.08914947509766,0.0,12392.0,1.4979712251024332e-05,0.0,63.9509855223865,63.950828552246094,0.0,2460.0,5.773263372640476e-06,428401061.0,0.0,0.0,0.0,0.0,,0.0,91.54038989159369,91.54139709472656,0.0,124.0,0.0018771481559265155,0.0,105128.75976322015,105115.4890625,0.0,3541.0,705388.4644695482,0.0,133.39680892801033,133.39602661132812,0.0,2449.0,0.00013146447247787136,0.0,14.700149237289502,14.671977996826172,0.0,3416.0,13.804989488181356,0.0,129.2386330463847,129.23855590820312,0.0,2440.0,0.002531721329340423,0.0,21.444887941683344,20.975953674316404,0.0,3509.0,27.132565621219367,0.0,44.61538314819336,44.61538314819336,0.0,1.0,0.0,0.0,96.38134261100522,96.3782844543457,0.0,124.0,0.002352434249804258,428461074.0,0.0,0.0,0.0,0.0,
1,1467876334071.0,1467945048053.0,0.0,129.52193885547564,129.52173614501953,1.0,2268.0,0.0002912630513267558,0.0,-0.1429433977871386,-0.1429443359375,1.0,2273.0,1.0010525708476e-06,0.0,0.0,0.0,1.0,6.0,0.0,0.0,95.36790211995442,95.36014175415039,1.0,120.0,0.008236481419428147,0.0,0.0,0.0,1.0,6.0,0.0,0.0,88.54435696115111,88.54718017578125,1.0,8268.0,0.001734779647997578,0.0,-107.86181626258502,-102.42972873108192,0.0,4494.0,4349.190205424981,0.0,360262.7008611506,360206.6955566406,1.0,5863.0,3928238.288445277,0.0,138087.5247669226,138050.703125,1.0,3191.0,1420100.855438502,0.0,107.95971839091787,107.95966339111328,1.0,2149.0,8.389438129908937e-06,0.0,91.79397902529463,91.79396057128906,1.0,117.0,2.94877944493881e-06,0.0,85.97437987704687,85.97404479980469,1.0,11380.0,0.0011508814158467308,0.0,42.45874528259734,42.458091735839844,1.0,2273.0,1.107273810678076e-05,0.0,86.21196822169358,86.21123504638672,1.0,8506.0,0.0009632348601193063,0.0,82.1283464853654,82.12434768676758,1.0,11438.0,0.0008309051853173305,0.0,63.95175613624851,63.951881408691406,1.0,2273.0,3.935918588814483e-06,0.0,0.0,0.0,1.0,6.0,0.0,0.0,91.8330023167497,91.83567810058594,1.0,118.0,0.0017182565385815067,0.0,104277.23460313634,104254.095859375,1.0,3306.0,608539.7238336924,0.0,133.39760171647322,133.39761352539062,1.0,2269.0,5.760037979871088e-05,0.0,14.546722546949583,14.595059394836426,1.0,3165.0,12.800637249257191,0.0,129.1573683538244,129.1582489013672,1.0,2274.0,0.0006267444815590187,0.0,20.75852108641439,20.373194456100464,1.0,3302.0,24.917995021551405,0.0,45.38461685180664,45.38461685180664,1.0,3.0,0.0,0.0,96.54178528866525,96.54304504394531,1.0,118.0,0.001067303557321322,0.0,0.0,0.0,1.0,6.0,0.0
2,1467945048053.0,1468013762035.0,0.0,129.4677957046426,129.467529296875,10.0,2027.0,0.0002448912192362339,0.0,-0.14353573422077429,-0.14354705810546875,10.0,2031.0,8.686510222332696e-07,0.0,0.0,0.0,10.0,9.0,0.0,0.0,95.39035554365678,95.3923568725586,10.0,110.0,0.0008139415484639501,0.0,0.0,0.0,10.0,5.0,0.0,0.0,88.61116607085172,88.61322784423828,10.0,7198.0,0.0016711809619735676,0.0,-103.22697718291184,-101.43688047247906,0.0,4248.0,2538.2579784315662,0.0,359594.9209320672,359570.17517089844,10.0,5256.0,4681068.095928927,0.0,137835.53252895334,137840.71875,10.0,2871.0,1293511.6479721589,0.0,107.96946973805635,107.96984100341797,10.0,1917.0,8.363382770132406e-06,0.0,91.80048326764788,91.80089569091797,10.0,105.0,4.293101960096229e-06,0.0,86.05155106842756,86.052490234375,10.0,10299.0,0.0010998412173159938,0.0,42.4647049687553,42.46673583984375,10.0,2028.0,4.7051885051458405e-05,0.0,86.28817242335343,86.2892074584961,10.0,7479.0,0.0009927466620832477,0.0,82.24875228247384,82.25699615478516,10.0,10029.0,0.000749868446332093,0.0,63.949779557546606,63.949745178222656,10.0,2027.0,2.5546087671865368e-06,0.0,0.0,0.0,10.0,10.0,0.0,0.0,91.87076739730122,91.87622833251953,10.0,107.0,0.0016843807771588825,0.0,103979.48111365954,103967.15109375,10.0,2943.0,632617.8738958458,0.0,133.3735857736988,133.3737030029297,10.0,2033.0,6.699304875220891e-05,0.0,14.513541597450791,14.587445735931396,10.0,2806.0,13.101044391197648,0.0,129.07391368013003,129.07225036621094,10.0,2017.0,0.0005685575334007576,0.0,21.12174756062718,20.82156543731689,10.0,2912.0,25.023388714552922,0.0,45.38461685180664,45.38461685180664,10.0,1.0,0.0,0.0,96.54501878893053,96.54610443115234,10.0,111.0,0.0009364913620400766,0.0,0.0,0.0,10.0,5.0,0.0
3,1468013762035.0,1468082476017.0,0.0,129.4119026260416,129.41250610351562,0.0,3798.0,0.0002430605940323887,0.0,-0.1422683952235374,-0.14221954345703125,0.0,3808.0,1.3448684435264117e-06,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,95.38094996604599,95.38059997558594,0.0,1666.0,0.000424696680011684,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,88.61862259707735,88.6221694946289,0.0,8907.0,0.0012757166256997493,0.0,-97.00525341802572,-93.15545600091946,0.0,5892.0,4177.395068031485,0.0,359213.2993567189,359202.2399902344,0.0,7007.0,3528751.7217539907,0.0,137729.7409883223,137714.28125,0.0,4378.0,1420102.423209058,0.0,107.97873180834316,107.9781379699707,0.0,3704.0,5.997950303415483e-06,0.0,91.80784215376927,91.80762481689453,0.0,1664.0,3.1472212626142704e-06,0.0,86.06409067268908,86.06475067138672,0.0,12110.0,0.0005818926837066016,0.0,42.464678448452716,42.46417999267578,0.0,3813.0,3.5307598631603034e-06,0.0,86.2997657631461,86.30027770996094,0.0,9245.0,0.00043392790862500187,0.0,82.23479504834165,82.23317337036133,0.0,11648.0,0.000930918792208005,0.0,63.951143528387796,63.95146942138672,0.0,3813.0,2.5813288683472207e-06,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,91.87544996015302,91.87396240234375,0.0,1665.0,0.0013017766115123064,0.0,103822.63160218309,103807.0971875,0.0,4532.0,661935.2497069817,0.0,133.3447768800303,133.34523010253906,0.0,3807.0,7.580284082870719e-05,0.0,14.633428843100974,14.749333381652832,0.0,4359.0,13.04412035406616,0.0,128.99069648742676,128.99107360839844,0.0,3800.0,0.0005244906593668641,0.0,20.952628670507586,20.71968183517456,0.0,4509.0,24.69424285925494,0.0,45.38461685180664,45.38461685180664,0.0,780.0,0.0,0.0,96.5235035801793,96.52085876464844,0.0,1665.0,0.001127445944142715,0.0,0.0,0.0,0.0,1656.0,0.0
4,1468082476017.0,1468151190000.0,0.0,129.35510090751634,129.35479736328125,0.0,2787.0,0.00032796754456449904,0.0,-0.14153590388156534,-0.14156723022460938,0.0,2797.0,9.946134545567095e-07,0.0,0.0,0.0,0.0,536.0,0.0,0.0,95.34789435668561,95.34910583496094,0.0,636.0,0.0008556123801316606,0.0,0.0,0.0,0.0,535.0,0.0,0.0,88.5984673859318,88.59940338134766,0.0,8269.0,0.002399702837417258,0.0,-96.4124701886081,-91.99999353758085,0.0,5438.0,2875.0686372491623,0.0,359020.88091783953,358991.6076660156,0.0,6197.0,5754019.180656265,0.0,137737.04932709853,137709.5234375,0.0,3562.0,1377182.0868336835,0.0,107.98783719238013,107.9878158569336,0.0,2727.0,8.203593277695084e-06,0.0,91.814409064047,91.81476593017578,0.0,636.0,3.826629913675275e-06,0.0,86.04422302232966,86.04428100585938,0.0,11623.0,0.001859222538045493,0.0,42.46092242396726,42.461219787597656,0.0,2797.0,0.0002143216589130074,0.0,86.28081006828798,86.28024291992188,0.0,8720.0,0.0017979624432930231,0.0,82.17266375918204,82.1700439453125,0.0,11170.0,3.4287187323904576e-05,0.0,63.95120159250203,63.951683044433594,0.0,2794.0,4.02818672174744e-06,0.0,0.0,0.0,0.0,536.0,0.0,0.0,91.86017294843306,91.86610412597656,0.0,637.0,0.002583294170835401,0.0,103671.86859627087,103645.34359375,0.0,3595.0,654180.8776273506,0.0,133.31371237965232,133.31340789794922,0.0,2792.0,0.0001175427702134743,0.0,14.421802379317786,14.44199275970459,0.0,3465.0,13.88523020816079,0.0,128.90890778869039,128.90798950195312,0.0,2787.0,0.000638948011196415,0.0,21.31323597118755,20.983692169189453,0.0,3600.0,25.003352949128246,0.0,45.38461685180664,45.38461685180664,0.0,483.0,0.0,0.0,96.48553579204882,96.48618698120117,0.0,638.0,0.001573796594984614,0.0,0.0,0.0,0.0,534.0,0.0
5,1468152700000.0,1468167600000.0,0.0,130.09110185763979,130.09097290039062,0.0,596.0,8.125197916990388e-05,0.0,-0.1414719334355107,-0.14152145385742188,0.0,594.0,8.828233634954728e-07,0.0,0.0,0.0,0.0,101.0,0.0,0.0,99.69336975097656,99.676513671875,0.0,125.0,0.0016825991649180648,0.0,0.0,0.0,0.0,101.0,0.0,0.0,86.49277180839742,86.47918701171875,0.0,1833.0,0.017009801131884026,0.0,-99.19057576463426,-94.1175409440666,0.0,1070.0,3513.401498184661,0.0,335835.05950729136,335652.6794433594,0.0,1383.0,14825412.171725733,0.0,142144.88950591217,142112.171875,0.0,740.0,1662628.6908035537,0.0,107.99382061355035,107.9937515258789,0.0,577.0,3.318173837979649e-07,0.0,91.81833212716239,91.818359375,0.0,126.0,1.9018237886616697e-07,0.0,83.69919759563312,83.6834716796875,0.0,2539.0,0.020645257617795593,0.0,37.876659188494585,37.875816345214844,0.0,596.0,0.00044795399597454444,0.0,83.88505479249481,83.8730697631836,0.0,1873.0,0.017028296767538708,0.0,82.18125747208742,82.18092346191406,0.0,2425.0,2.4746536185280183e-05,0.0,63.95193494311071,63.95191955566406,0.0,593.0,7.11515314130045e-07,0.0,0.0,0.0,0.0,101.0,0.0,0.0,90.03875847468301,90.05297088623047,0.0,126.0,0.01081710108580565,0.0,89942.509375,89963.28796875,0.0,784.0,424279.68288393563,0.0,133.09434291660386,133.09297943115234,0.0,596.0,0.00014188618592870917,0.0,12.19050372430723,12.16121244430542,0.0,730.0,9.358239403093494,0.0,129.8396933050527,129.84677124023438,0.0,591.0,0.0009734482445110716,0.0,21.381268785700716,21.100234603881834,0.0,779.0,25.969276524104465,0.0,40.0,40.0,0.0,101.0,0.0,0.0,101.34914773608011,101.34566497802734,0.0,126.0,0.01911149043307665,0.0,0.0,0.0,0.0,101.0,0.0
6,1468167623072.0,1468182990000.0,0.0,130.65147196112173,130.65231323242188,0.0,599.0,0.0002746329203274168,0.0,-0.141926558258917,-0.14197921752929688,0.0,603.0,1.0370256816332523e-06,0.0,0.0,0.0,0.0,91.0,0.0,0.0,102.83045111762152,102.82605743408203,0.0,117.0,0.0019912745136721633,0.0,0.0,0.0,0.0,91.0,0.0,0.0,84.77041634706715,84.74783325195312,0.0,2010.0,0.03032276925392062,0.0,-91.81571427921688,-92.77120748557536,0.0,1065.0,3011.38677220213,0.0,318198.22670289373,317809.326171875,0.0,1419.0,34186488.67444209,0.0,145646.5883984375,145638.2578125,0.0,800.0,1586607.9503516096,0.0,107.9958520560429,107.99604797363281,0.0,580.0,4.058196321495241e-07,0.0,91.81980617357337,91.8198471069336,0.0,115.0,1.9616622562275493e-07,0.0,81.7567870348367,81.73306274414062,0.0,2477.0,0.0284722235033729,0.0,35.0949931681657,35.094947814941406,0.0,595.0,7.372430863958379e-07,0.0,81.93974119090217,81.91728210449219,0.0,2102.0,0.028987478834808313,0.0,82.20202164558916,82.20240020751953,0.0,2671.0,3.862271391541569e-05,0.0,63.95152855238923,63.951568603515625,0.0,597.0,7.343437367814764e-07,0.0,0.0,0.0,0.0,91.0,0.0,0.0,88.62740919325087,88.57225799560547,0.0,117.0,0.05956814935418059,0.0,80179.96318421261,80190.78921875,0.0,789.0,580256.9039781669,0.0,132.92316619264724,132.91925048828125,0.0,602.0,0.00040638795894817567,0.0,10.72892131190747,10.659793853759766,0.0,768.0,6.956445527253453,0.0,130.53564090185628,130.54119873046875,0.0,597.0,0.0009278029873532147,0.0,22.379537344397683,21.965726470947263,0.0,797.0,29.144816262297493,0.0,36.92307662963867,36.92307662963867,0.0,92.0,0.0,0.0,104.46141282443342,104.4831657409668,0.0,116.0,0.017194712697347486,0.0,0.0,0.0,0.0,91.0,0.0
7,1468185950071.0,1468193870000.0,0.0,130.46072201979788,130.46072387695312,0.0,304.0,4.5410151005727576e-05,0.0,-0.14212360069399974,-0.14214706420898438,0.0,305.0,8.014960675526614e-07,0.0,0.0,0.0,0.0,45.0,0.0,0.0,101.79471943296235,101.76760864257812,0.0,58.0,0.015662911077510753,0.0,0.0,0.0,0.0,45.0,0.0,0.0,85.6148005640784,85.61953735351562,0.0,1075.0,0.0032146891577445325,0.0,-113.68464271872523,-108.6970321698982,0.0,581.0,2374.89611737465,0.0,326389.5371808391,326331.8634033203,0.0,714.0,11973720.825085985,0.0,143996.87156173596,143954.21875,0.0,409.0,1641068.2894422584,0.0,107.99788578136547,107.99790954589844,0.0,296.0,1.2831723390550503e-07,0.0,91.82126841051826,91.82127380371094,0.0,58.0,9.601255039951358e-08,0.0,82.71361382327862,82.72051239013672,0.0,1273.0,0.00270153810164131,0.0,36.92837154127488,36.925193786621094,0.0,307.0,0.0029427040641124857,0.0,82.90028131832867,82.90812683105469,0.0,1113.0,0.0024879248717066343,0.0,82.21821314696382,82.21833801269531,0.0,1381.0,2.9497442630551627e-06,0.0,63.95159166680008,63.95161437988281,0.0,305.0,7.047571439082762e-07,0.0,0.0,0.0,0.0,45.0,0.0,0.0,89.30697447678139,89.31095123291016,0.0,58.0,0.0034244946382970824,0.0,86706.571109375,86740.535,0.0,370.0,365485.4918618628,0.0,132.99083303476309,132.9915771484375,0.0,308.0,2.04891957977853e-05,0.0,11.923858456068402,11.78919792175293,0.0,395.0,7.821299263774282,0.0,130.2018611547613,130.20179748535156,0.0,307.0,2.3978366327052534e-05,0.0,21.926039703833425,21.303427124023436,0.0,380.0,29.50467947360644,0.0,39.230770111083984,39.230770111083984,0.0,46.0,0.0,0.0,102.65023830019194,102.64389038085938,0.0,58.0,0.0012363191043009028,0.0,0.0,0.0,0.0,45.0,0.0
8,1468193880000.0,1468203422071.0,0.0,130.42625489273692,130.42559814453125,0.0,369.0,3.841765840151935e-05,0.0,-0.14177752710493124,-0.14181137084960938,0.0,367.0,9.466743686131774e-07,0.0,0.0,0.0,0.0,52.0,0.0,0.0,101.59153186573701,101.58818817138672,0.0,68.0,0.0025082779493868492,0.0,0.0,0.0,0.0,52.0,0.0,0.0,85.10807516408521,85.10836791992188,0.0,1247.0,0.010502768382709625,0.0,-98.17650268181877,-99.18359934061937,0.0,692.0,1798.080825242138,0.0,321587.00548035005,321500.2136230469,0.0,905.0,47740446.49545616,0.0,145054.9122920998,145066.421875,0.0,481.0,1539396.9603903787,0.0,107.9988110307334,107.99873352050781,0.0,345.0,1.990719266256172e-07,0.0,91.82224433101825,91.82221984863281,0.0,67.0,1.1093604759520424e-07,0.0,82.12578951817983,82.1222152709961,0.0,1567.0,0.011868169927028412,0.0,35.09454902442726,35.094520568847656,0.0,370.0,9.969664959358071e-07,0.0,82.32762498213839,82.32663345336914,0.0,1278.0,0.011133089673696165,0.0,82.2232103341924,82.22329711914062,0.0,1629.0,1.4286690477112657e-06,0.0,63.9518755207891,63.951908111572266,0.0,368.0,8.274334190049803e-07,0.0,0.0,0.0,0.0,52.0,0.0,0.0,88.87492976469152,88.88623809814453,0.0,68.0,0.013908180611151283,0.0,79884.18841362848,79829.91570312499,0.0,504.0,416471.95430087036,0.0,132.93930808312254,132.93800354003906,0.0,366.0,0.00010920039859612514,0.0,10.553317691475215,10.607556343078613,0.0,483.0,7.6987734389665,0.0,130.6101172756434,130.61477661132812,0.0,367.0,0.00043159868179345535,0.0,21.576585867291406,21.601984310150144,0.0,483.0,27.141938277852756,0.0,39.230770111083984,39.230770111083984,0.0,52.0,0.0,0.0,104.59300669501809,104.60689544677734,0.0,68.0,0.013111107238520731,0.0,0.0,0.0,0.0,52.0,0.0
9,1468203422071.0,1468214680074.0,0.0,130.26577233830724,130.26541137695312,0.0,436.0,6.823516856379981e-05,0.0,-0.14168221112255636,-0.14166259765625,0.0,438.0,1.1104570239693126e-06,0.0,0.0,0.0,0.0,64.0,0.0,0.0,100.73872945394861,100.73069763183594,0.0,83.0,0.008334370994586065,0.0,0.0,0.0,0.0,64.0,0.0,0.0,85.33183261822464,85.3337631225586,0.0,1483.0,0.002476988075573629,0.0,-85.2000832559062,-86.90160915355136,0.0,676.0,3172.3541661823974,0.0,323437.9738625344,323408.02001953125,0.0,999.0,3934527.023529461,0.0,144529.85912958116,144490.734375,0.0,573.0,1722780.5213057895,0.0,108.00057334088265,108.00068664550781,0.0,423.0,3.4910252653289074e-07,0.0,91.82323970564876,91.82311248779297,0.0,83.0,8.980545601545941e-08,0.0,82.37796894312567,82.38336181640625,0.0,1803.0,0.001589582933596716,0.0,35.092819667789975,35.09282684326172,0.0,437.0,6.896505539756845e-07,0.0,82.59245045334762,82.59681701660156,0.0,1577.0,0.0015165456530411173,0.0,82.22617118951634,82.22621154785156,0.0,1970.0,3.8110947423611943e-07,0.0,63.95057418089982,63.95075225830078,0.0,437.0,1.98897577937243e-06,0.0,0.0,0.0,0.0,64.0,0.0,0.0,89.0829539415313,89.09464263916016,0.0,82.0,0.0033276655471979697,0.0,79657.38830054011,79661.1375,0.0,567.0,267379.2844925955,0.0,132.95377762820743,132.95352172851562,0.0,436.0,1.790678322139001e-05,0.0,10.642584584680275,10.674309730529785,0.0,554.0,6.7770919419357245,0.0,130.65312248052552,130.6541976928711,0.0,430.0,5.1011016503985803e-05,0.0,21.911288279825257,21.2956579208374,0.0,562.0,31.98442940935985,0.0,40.0,40.0,0.0,65.0,0.0,0.0,104.6840493995023,104.68441772460938,0.0,83.0,0.0002898131599779568,0.0,0.0,0.0,0.0,64.0,0.0
